,ts_code,symbol,name,area,industry,abbreviation,list_date
1277,002790.SZ,002790,瑞尔特,福建,家居用品,ret,20160308
1278,002791.SZ,002791,坚朗五金,广东,其他建材,jlwj,20160329
1279,002792.SZ,002792,通宇通讯,广东,通信设备,tytx,20160328
1280,002793.SZ,002793,罗欣药业,浙江,化学制药,lxyy,20160415
1281,002795.SZ,002795,永和智控,浙江,机械基件,yhzk,20160428
1282,002796.SZ,002796,世嘉科技,江苏,通信设备,sjkj,20160510
1283,002797.SZ,002797,第一创业,深圳,证券,dycy,20160511
1284,002798.SZ,002798,帝欧家居,四川,家居用品,dojj,20160525
1285,002799.SZ,002799,环球印务,陕西,广告包装,hqyw,20160608
1286,002800.SZ,002800,天顺股份,新疆,仓储物流,tsgf,20160530
1287,002801.SZ,002801,微光股份,浙江,电气设备,wggf,20160622
1288,002802.SZ,002802,洪汇新材,江苏,化工原料,hhxc,20160629
1289,002803.SZ,002803,吉宏股份,福建,互联网,jhgf,20160712
1290,002805.SZ,002805,丰元股份,山东,电气设备,fygf,20160707
1291,002806.SZ,002806,华锋股份,广东,铝,hfgf,20160726
1292,002807.SZ,002807,江阴银行,江苏,银行,jyyh,20160902
1293,002808.SZ,002808,恒久科技,江苏,元器件,hjkj,20160812
1294,002809.SZ,002809,红墙股份,广东,化工原料,hqgf,20160823
1295,002810.SZ,002810,山东赫达,山东,化工原料,sdhd,20160826
1296,002811.SZ,002811,郑中设计,深圳,装修装饰,zzsj,20160908
1297,002812.SZ,002812,恩捷股份,云南,电气设备,ejgf,20160914
1298,002813.SZ,002813,路畅科技,深圳,汽车配件,lckj,20161012
1299,002815.SZ,002815,崇达技术,深圳,元器件,cdjs,20161012
1300,002816.SZ,002816,和科达,深圳,专用机械,hkd,20161025
1301,002817.SZ,002817,黄山胶囊,安徽,化学制药,hsjn,20161025
1302,002818.SZ,002818,富森美,四川,其他商业,fsm,20161109
1303,002819.SZ,002819,东方中科,北京,电器仪表,dfzk,20161111
1304,002820.SZ,002820,桂发祥,天津,食品,gfx,20161118
1305,002821.SZ,002821,凯莱英,天津,生物制药,kly,20161118
1306,002822.SZ,002822,中装建设,深圳,装修装饰,zzjs,20161129
1307,002823.SZ,002823,凯中精密,深圳,机械基件,kzjm,20161124
1308,002824.SZ,002824,和胜股份,广东,铝,hsgf,20170112
1309,002825.SZ,002825,纳尔股份,上海,化工原料,negf,20161129
1310,002826.SZ,002826,易明医药,西藏,化学制药,ymyy,20161209
1311,002827.SZ,002827,高争民爆,西藏,化工原料,gzmb,20161209
1312,002828.SZ,002828,贝肯能源,新疆,石油开采,bkny,20161208
1313,002829.SZ,002829,星网宇达,北京,航空,xwyd,20161213
1314,002830.SZ,002830,名雕股份,深圳,装修装饰,mdgf,20161213
1315,002831.SZ,002831,裕同科技,深圳,广告包装,ytkj,20161216
1316,002832.SZ,002832,比音勒芬,广东,服饰,bylf,20161223
1317,002833.SZ,002833,弘亚数控,广东,专用机械,hysk,20161228
1318,002835.SZ,002835,同为股份,深圳,IT设备,twgf,20161228
1319,002836.SZ,002836,新宏泽,广东,广告包装,xhz,20161229
1320,002837.SZ,002837,英维克,深圳,专用机械,ywk,20161229
1321,002838.SZ,002838,道恩股份,山东,塑料,degf,20170106
1322,002839.SZ,002839,张家港行,江苏,银行,zjgh,20170124
1323,002840.SZ,002840,华统股份,浙江,食品,htgf,20170110
1324,002841.SZ,002841,视源股份,广东,元器件,sygf,20170119
1325,002842.SZ,002842,翔鹭钨业,广东,小金属,xlwy,20170119
1326,002843.SZ,002843,泰嘉股份,湖南,钢加工,tjgf,20170120
1327,002845.SZ,002845,同兴达,深圳,元器件,txd,20170125
1328,002846.SZ,002846,英联股份,广东,广告包装,ylgf,20170207
1329,002847.SZ,002847,盐津铺子,湖南,食品,yjpz,20170208
1330,002848.SZ,002848,高斯贝尔,湖南,家用电器,gsbe,20170213
1331,002849.SZ,002849,威星智能,浙江,电器仪表,wxzn,20170217
1332,002850.SZ,002850,科达利,深圳,电气设备,kdl,20170302
1333,002851.SZ,002851,麦格米特,深圳,电气设备,mgmt,20170306
1334,002852.SZ,002852,道道全,湖南,食品,ddq,20170310
1335,002853.SZ,002853,皮阿诺,广东,家居用品,pan,20170310
1336,002855.SZ,002855,捷荣技术,广东,元器件,jrjs,20170321
1337,002856.SZ,002856,美芝股份,深圳,装修装饰,mzgf,20170320
1338,002857.SZ,002857,三晖电气,河南,电器仪表,shdq,20170323
1339,002858.SZ,002858,力盛体育,上海,文教休闲,lsty,20170324
1340,002859.SZ,002859,洁美科技,浙江,元器件,jmkj,20170407
1341,002860.SZ,002860,星帅尔,浙江,家用电器,xse,20170412
1342,002861.SZ,002861,瀛通通讯,湖北,通信设备,yttx,20170413
1343,002862.SZ,002862,实丰文化,广东,文教休闲,sfwh,20170411
1344,002863.SZ,002863,今飞凯达,浙江,汽车配件,jfkd,20170418
1345,002864.SZ,002864,盘龙药业,陕西,中成药,plyy,20171116
1346,002865.SZ,002865,钧达股份,海南,电气设备,jdgf,20170425
1347,002866.SZ,002866,传艺科技,江苏,IT设备,cykj,20170426
1348,002867.SZ,002867,周大生,深圳,服饰,zds,20170427
1349,002868.SZ,002868,绿康生化,福建,农业综合,lksh,20170503
1350,002869.SZ,002869,金溢科技,深圳,通信设备,jykj,20170515
1351,002870.SZ,002870,香山股份,广东,汽车配件,xsgf,20170515
1352,002871.SZ,002871,伟隆股份,山东,机械基件,wlgf,20170511
1353,002872.SZ,002872,ST天圣,重庆,医药商业,stts,20170519
1354,002873.SZ,002873,新天药业,贵州,中成药,xtyy,20170519
1355,002875.SZ,002875,安奈儿,深圳,服饰,ane,20170601
1356,002876.SZ,002876,三利谱,深圳,元器件,slp,20170525
1357,002877.SZ,002877,智能自控,江苏,机械基件,znzk,20170605
1358,002878.SZ,002878,元隆雅图,北京,文教休闲,ylyt,20170606
1359,002879.SZ,002879,长缆科技,湖南,电气设备,clkj,20170707
1360,002880.SZ,002880,卫光生物,深圳,生物制药,wgsw,20170616
1361,002881.SZ,002881,美格智能,深圳,通信设备,mgzn,20170622
1362,002882.SZ,002882,金龙羽,深圳,电气设备,jly,20170717
1363,002883.SZ,002883,中设股份,江苏,建筑工程,zsgf,20170620
1364,002884.SZ,002884,凌霄泵业,广东,机械基件,lxby,20170711
1365,002885.SZ,002885,京泉华,深圳,元器件,jqh,20170627
1366,002886.SZ,002886,沃特股份,深圳,塑料,wtgf,20170627
1367,002887.SZ,002887,绿茵生态,天津,环境保护,lyst,20170801
1368,002888.SZ,002888,惠威科技,广东,元器件,hwkj,20170721
1369,002889.SZ,002889,东方嘉盛,深圳,仓储物流,dfjs,20170731
1370,002890.SZ,002890,弘宇股份,山东,农用机械,hygf,20170802
1371,002891.SZ,002891,中宠股份,山东,饲料,zcgf,20170821
1372,002892.SZ,002892,科力尔,湖南,电气设备,kle,20170817
1373,002893.SZ,002893,华通热力,北京,供气供热,htrl,20170915
1374,002895.SZ,002895,川恒股份,贵州,化工原料,chgf,20170825
1375,002896.SZ,002896,中大力德,浙江,机械基件,zdld,20170829
1376,002897.SZ,002897,意华股份,浙江,元器件,yhgf,20170907
1377,002898.SZ,002898,赛隆药业,广东,化学制药,slyy,20170912
1378,002899.SZ,002899,英派斯,山东,文教休闲,yps,20170915
1379,002900.SZ,002900,哈三联,黑龙江,化学制药,hsl,20170922
1380,002901.SZ,002901,大博医疗,福建,医疗保健,dbyl,20170922
1381,002902.SZ,002902,铭普光磁,广东,元器件,mpgc,20170929
1382,002903.SZ,002903,宇环数控,湖南,机床制造,yhsk,20171013
1383,002905.SZ,002905,金逸影视,广东,影视音像,jyys,20171016
1384,002906.SZ,002906,华阳集团,广东,汽车配件,hyjt,20171013
1385,002907.SZ,002907,华森制药,重庆,中成药,hszy,20171020
1386,002908.SZ,002908,德生科技,广东,元器件,dskj,20171020
1387,002909.SZ,002909,集泰股份,广东,化工原料,jtgf,20171026
1388,002910.SZ,002910,庄园牧场,甘肃,乳制品,zymc,20171031
1389,002911.SZ,002911,佛燃能源,广东,供气供热,frny,20171122
1390,002912.SZ,002912,中新赛克,深圳,软件服务,zxsk,20171121
1391,002913.SZ,002913,奥士康,湖南,元器件,ask,20171201
1392,002915.SZ,002915,中欣氟材,浙江,化工原料,zxfc,20171205
1393,002916.SZ,002916,深南电路,深圳,元器件,sndl,20171213
1394,002917.SZ,002917,金奥博,深圳,化工原料,jab,20171208
1395,002918.SZ,002918,蒙娜丽莎,广东,陶瓷,mnls,20171219
1396,002919.SZ,002919,名臣健康,广东,日用化工,mcjk,20171218
1397,002920.SZ,002920,德赛西威,广东,汽车配件,dsxw,20171226
1398,002921.SZ,002921,联诚精密,山东,汽车配件,lcjm,20171227
1399,002922.SZ,002922,伊戈尔,广东,电气设备,yge,20171229
1400,002923.SZ,002923,润都股份,广东,化学制药,rdgf,20180105
1401,002925.SZ,002925,盈趣科技,福建,元器件,yqkj,20180115
1402,002926.SZ,002926,华西证券,四川,证券,hxzq,20180205
1403,002927.SZ,002927,泰永长征,贵州,电气设备,tycz,20180223
1404,002928.SZ,002928,华夏航空,贵州,空运,hxhk,20180302
1405,002929.SZ,002929,润建股份,广西,通信设备,rjgf,20180301
1406,002930.SZ,002930,宏川智慧,广东,仓储物流,hczh,20180328
1407,002931.SZ,002931,锋龙股份,浙江,机械基件,flgf,20180403
1408,002932.SZ,002932,明德生物,湖北,医疗保健,mdsw,20180710
1409,002933.SZ,002933,新兴装备,北京,航空,xxzb,20180828
1410,002935.SZ,002935,天奥电子,四川,航空,tadz,20180903
1411,002936.SZ,002936,郑州银行,河南,银行,zzyh,20180919
1412,002937.SZ,002937,兴瑞科技,浙江,元器件,xrkj,20180926
1413,002938.SZ,002938,鹏鼎控股,深圳,元器件,pdkg,20180918
1414,002939.SZ,002939,长城证券,深圳,证券,cczq,20181026
1415,002940.SZ,002940,昂利康,浙江,化学制药,alk,20181023
1416,002941.SZ,002941,新疆交建,新疆,建筑工程,xjjj,20181128
1417,002942.SZ,002942,新农股份,浙江,农药化肥,xngf,20181205
1418,002943.SZ,002943,宇晶股份,湖南,机床制造,yjgf,20181129
1419,002945.SZ,002945,华林证券,西藏,证券,hlzq,20190117
1420,002946.SZ,002946,新乳业,四川,乳制品,xry,20190125
1421,002947.SZ,002947,恒铭达,江苏,元器件,hmd,20190201
1422,002948.SZ,002948,青岛银行,山东,银行,qdyh,20190116
1423,002949.SZ,002949,华阳国际,深圳,建筑工程,hygj,20190226
1424,002950.SZ,002950,奥美医疗,湖北,医疗保健,amyl,20190311
1425,002951.SZ,002951,金时科技,四川,广告包装,jskj,20190315
1426,002952.SZ,002952,亚世光电,辽宁,元器件,ysgd,20190328
1427,002953.SZ,002953,日丰股份,广东,电气设备,rfgf,20190509
1428,002955.SZ,002955,鸿合科技,北京,IT设备,hhkj,20190523
1429,002956.SZ,002956,西麦食品,广西,食品,xmsp,20190619
1430,002957.SZ,002957,科瑞技术,深圳,专用机械,krjs,20190726
1431,002958.SZ,002958,青农商行,山东,银行,qnsh,20190326
1432,002959.SZ,002959,小熊电器,广东,家用电器,xxdq,20190823
1433,002960.SZ,002960,青鸟消防,河北,专用机械,qnxf,20190809
1434,002961.SZ,002961,瑞达期货,福建,多元金融,rdqh,20190905
1435,002962.SZ,002962,五方光电,湖北,元器件,wfgd,20190917
1436,002963.SZ,002963,豪尔赛,北京,装修装饰,hes,20191028
1437,002965.SZ,002965,祥鑫科技,广东,汽车配件,xxkj,20191025
1438,002966.SZ,002966,苏州银行,江苏,银行,szyh,20190802
1439,002967.SZ,002967,广电计量,广东,电器仪表,gdjl,20191108
1440,002968.SZ,002968,新大正,重庆,房产服务,xdz,20191203
1441,002969.SZ,002969,嘉美包装,安徽,广告包装,jmbz,20191202
1442,002970.SZ,002970,锐明技术,深圳,通信设备,rmjs,20191217
1443,002971.SZ,002971,和远气体,湖北,化工原料,hyqt,20200113
1444,002972.SZ,002972,科安达,深圳,运输设备,kad,20191227
1445,002973.SZ,002973,侨银股份,广东,环境保护,qygf,20200106
1446,002975.SZ,002975,博杰股份,广东,专用机械,bjgf,20200205
1447,002976.SZ,002976,瑞玛精密,江苏,元器件,rmjm,20200306
1448,002977.SZ,002977,天箭科技,四川,通信设备,tjkj,20200317
1449,002978.SZ,002978,安宁股份,四川,小金属,angf,20200417
1450,002979.SZ,002979,雷赛智能,深圳,专用机械,lszn,20200408
1451,002980.SZ,002980,华盛昌,深圳,电器仪表,hsc,20200415
1452,002981.SZ,002981,朝阳科技,广东,元器件,zykj,20200417
1453,002982.SZ,002982,湘佳股份,湖南,农业综合,xjgf,20200424
1454,002983.SZ,002983,芯瑞达,安徽,元器件,xrd,20200428
1455,002984.SZ,002984,森麒麟,山东,汽车配件,sql,20200911
1456,002985.SZ,002985,北摩高科,北京,航空,bmgk,20200429
1457,002986.SZ,002986,宇新股份,湖南,化工原料,yxgf,20200602
1458,002987.SZ,002987,京北方,北京,软件服务,jbf,20200507
1459,002988.SZ,002988,豪美新材,广东,铝,hmxc,20200518
1460,002989.SZ,002989,中天精装,深圳,装修装饰,ztjz,20200610
1461,002990.SZ,002990,盛视科技,深圳,软件服务,sskj,20200525
1462,002991.SZ,002991,甘源食品,江西,食品,gysp,20200731
1463,002992.SZ,002992,宝明科技,深圳,元器件,bmkj,20200803
1464,002993.SZ,002993,奥海科技,广东,元器件,ahkj,20200817
1465,002995.SZ,002995,天地在线,北京,互联网,tdzx,20200805
1466,002996.SZ,002996,顺博合金,重庆,铝,sbhj,20200828
1467,002997.SZ,002997,瑞鹄模具,安徽,专用机械,rhmj,20200903
1468,002998.SZ,002998,优彩资源,江苏,化纤,yczy,20200925
1469,002999.SZ,002999,天禾股份,广东,批发业,thgf,20200903
1470,003000.SZ,003000,劲仔食品,湖南,食品,jzsp,20200914
1471,003001.SZ,003001,中岩大地,北京,建筑工程,zydd,20201013
1472,003002.SZ,003002,壶化股份,山西,化工原料,hhgf,20200922
1473,003003.SZ,003003,天元股份,广东,广告包装,tygf,20200921
1474,003004.SZ,003004,声迅股份,北京,软件服务,sxgf,20201126
1475,003005.SZ,003005,竞业达,北京,软件服务,jyd,20200922
1476,003006.SZ,003006,百亚股份,重庆,造纸,bygf,20200921
1477,003007.SZ,003007,直真科技,北京,软件服务,zzkj,20200923
1478,003008.SZ,003008,开普检测,河南,电气设备,kpjc,20200923
1479,003009.SZ,003009,中天火箭,陕西,航空,zthj,20200925
1480,003010.SZ,003010,若羽臣,广东,互联网,ryc,20200925
1481,003011.SZ,003011,海象新材,浙江,家居用品,hxxc,20200930
1482,003012.SZ,003012,东鹏控股,广东,陶瓷,dpkg,20201019
1483,003013.SZ,003013,地铁设计,广东,建筑工程,dtsj,20201022
1484,003015.SZ,003015,日久光电,江苏,元器件,rjgd,20201021
1485,003016.SZ,003016,欣贺股份,福建,服饰,xhgf,20201026
1486,003017.SZ,003017,大洋生物,浙江,化工原料,dysw,20201026
1487,003018.SZ,003018,金富科技,广东,塑料,jfkj,20201106
1488,003019.SZ,003019,宸展光电,福建,元器件,czgd,20201117
1489,003020.SZ,003020,立方制药,安徽,化学制药,lfzy,20201215
1490,003021.SZ,003021,兆威机电,深圳,元器件,zwjd,20201204
1491,003022.SZ,003022,联泓新科,山东,化工原料,lhxk,20201208
1492,003023.SZ,003023,彩虹集团,四川,家用电器,chjt,20201211
1493,003025.SZ,003025,思进智能,浙江,机床制造,sjzn,20201211
1494,003026.SZ,003026,中晶科技,浙江,半导体,zjkj,20201218
1495,003027.SZ,003027,同兴环保,安徽,环境保护,txhb,20201218
1496,003028.SZ,003028,振邦智能,深圳,元器件,zbzn,20201228
1497,003029.SZ,003029,吉大正元,吉林,软件服务,jdzy,20201224
1498,003030.SZ,003030,祖名股份,浙江,食品,zmgf,20210106
1499,003031.SZ,003031,中瓷电子,河北,元器件,zcdz,20210104
1500,003032.SZ,003032,传智教育,江苏,文教休闲,czjy,20210112
1501,003033.SZ,003033,征和工业,山东,汽车配件,zhgy,20210111
1502,003035.SZ,003035,南网能源,广东,新型电力,nwny,20210119
1503,003036.SZ,003036,泰坦股份,浙江,纺织机械,ttgf,20210128
1504,003037.SZ,003037,三和管桩,广东,水泥,shgz,20210204
1505,003038.SZ,003038,鑫铂股份,安徽,铝,xbgf,20210210
1506,003039.SZ,003039,顺控发展,广东,水务,skfz,20210308
1507,003040.SZ,003040,楚天龙,广东,元器件,ctl,20210322
1508,003041.SZ,003041,真爱美家,浙江,纺织,zamj,20210406
1509,003042.SZ,003042,中农联合,山东,农药化肥,znlh,20210406
1510,003043.SZ,003043,华亚智能,江苏,半导体,hyzn,20210406
1511,003816.SZ,003816,中国广核,深圳,新型电力,zggh,20190826
1512,300001.SZ,300001,特锐德,山东,电气设备,trd,20091030
1513,300002.SZ,300002,神州泰岳,北京,软件服务,szty,20091030
1514,300003.SZ,300003,乐普医疗,北京,医疗保健,lpyl,20091030
1515,300004.SZ,300004,南风股份,广东,电气设备,nfgf,20091030
1516,300005.SZ,300005,探路者,北京,服饰,tlz,20091030
1517,300006.SZ,300006,莱美药业,重庆,化学制药,lmyy,20091030
1518,300007.SZ,300007,汉威科技,河南,电器仪表,hwkj,20091030
1519,300008.SZ,300008,天海防务,上海,船舶,thfw,20091030
1520,300009.SZ,300009,安科生物,安徽,生物制药,aksw,20091030
1521,300010.SZ,300010,豆神教育,北京,软件服务,dsjy,20091030
1522,300011.SZ,300011,鼎汉技术,北京,运输设备,dhjs,20091030
1523,300012.SZ,300012,华测检测,深圳,电器仪表,hcjc,20091030
1524,300013.SZ,300013,新宁物流,河南,仓储物流,xnwl,20091030
1525,300014.SZ,300014,亿纬锂能,广东,电气设备,ywln,20091030
1526,300015.SZ,300015,爱尔眼科,湖南,医疗保健,aeyk,20091030
1527,300016.SZ,300016,北陆药业,北京,化学制药,blyy,20091030
1528,300017.SZ,300017,网宿科技,上海,软件服务,wskj,20091030
1529,300018.SZ,300018,中元股份,湖北,电气设备,zygf,20091030
1530,300019.SZ,300019,硅宝科技,四川,化工原料,gbkj,20091030
1531,300020.SZ,300020,银江技术,浙江,软件服务,yjjs,20091030
1532,300021.SZ,300021,大禹节水,甘肃,农业综合,dyjs,20091030
1533,300022.SZ,300022,吉峰科技,四川,农用机械,jfkj,20091030
1534,300024.SZ,300024,机器人,辽宁,专用机械,jqr,20091030
1535,300025.SZ,300025,华星创业,浙江,通信设备,hxcy,20091030
1536,300026.SZ,300026,红日药业,天津,中成药,hryy,20091030
1537,300027.SZ,300027,华谊兄弟,浙江,影视音像,hyxd,20091030
1538,300029.SZ,300029,ST天龙,江苏,电气设备,sttl,20091225
1539,300030.SZ,300030,阳普医疗,广东,医疗保健,ypyl,20091225
1540,300031.SZ,300031,宝通科技,江苏,互联网,btkj,20091225
1541,300032.SZ,300032,金龙机电,浙江,元器件,jljd,20091225
1542,300033.SZ,300033,同花顺,浙江,软件服务,ths,20091225
1543,300034.SZ,300034,钢研高纳,北京,航空,gygn,20091225
1544,300035.SZ,300035,中科电气,湖南,电气设备,zkdq,20091225
1545,300036.SZ,300036,超图软件,北京,软件服务,ctrj,20091225
1546,300037.SZ,300037,新宙邦,深圳,化工原料,xzb,20100108
1547,300039.SZ,300039,上海凯宝,上海,中成药,shkb,20100108
1548,300040.SZ,300040,九洲集团,黑龙江,电气设备,jzjt,20100108
1549,300041.SZ,300041,回天新材,湖北,化工原料,htxc,20100108
1550,300042.SZ,300042,朗科科技,深圳,IT设备,lkkj,20100108
1551,300043.SZ,300043,星辉娱乐,广东,文教休闲,xhyl,20100120
1552,300044.SZ,300044,赛为智能,深圳,软件服务,swzn,20100120
1553,300045.SZ,300045,华力创通,北京,IT设备,hlct,20100120
1554,300046.SZ,300046,台基股份,湖北,半导体,tjgf,20100120
1555,300047.SZ,300047,天源迪科,深圳,软件服务,tydk,20100120
1556,300048.SZ,300048,合康新能,北京,电气设备,hkxn,20100120
1557,300049.SZ,300049,福瑞股份,内蒙,医疗保健,frgf,20100120
1558,300050.SZ,300050,世纪鼎利,广东,通信设备,sjdl,20100120
1559,300051.SZ,300051,三五互联,福建,互联网,swhl,20100211
1560,300052.SZ,300052,中青宝,深圳,互联网,zqb,20100211
1561,300053.SZ,300053,欧比特,广东,半导体,obt,20100211
1562,300054.SZ,300054,鼎龙股份,湖北,化工原料,dlgf,20100211
1563,300055.SZ,300055,万邦达,北京,环境保护,wbd,20100226
1564,300056.SZ,300056,中创环保,福建,环境保护,zchb,20100226
1565,300057.SZ,300057,万顺新材,广东,铝,wsxc,20100226
1566,300058.SZ,300058,蓝色光标,北京,广告包装,lsgb,20100226
1567,300059.SZ,300059,东方财富,上海,证券,dfcf,20100319
1568,300061.SZ,300061,旗天科技,上海,互联网,qtkj,20100319
1569,300062.SZ,300062,中能电气,福建,电气设备,zndq,20100319
1570,300063.SZ,300063,天龙集团,广东,互联网,tljt,20100326
1571,300065.SZ,300065,海兰信,北京,船舶,hlx,20100326
1572,300066.SZ,300066,三川智慧,江西,电器仪表,sczh,20100326
1573,300067.SZ,300067,安诺其,上海,染料涂料,anq,20100421
1574,300068.SZ,300068,南都电源,浙江,电气设备,nddy,20100421
1575,300069.SZ,300069,金利华电,山西,电气设备,jlhd,20100421
1576,300070.SZ,300070,碧水源,北京,环境保护,bsy,20100421
1577,300071.SZ,300071,福石控股,北京,广告包装,fskg,20100421
1578,300072.SZ,300072,海新能科,北京,环境保护,hxnk,20100427
1579,300073.SZ,300073,当升科技,北京,电气设备,dskj,20100427
1580,300074.SZ,300074,华平股份,上海,软件服务,hpgf,20100427
1581,300075.SZ,300075,数字政通,北京,软件服务,szzt,20100427
1582,300076.SZ,300076,GQY视讯,浙江,IT设备,gqysx,20100430
1583,300077.SZ,300077,国民技术,深圳,半导体,gmjs,20100430
1584,300078.SZ,300078,思创医惠,浙江,软件服务,scyh,20100430
1585,300079.SZ,300079,数码视讯,北京,通信设备,smsx,20100430
1586,300080.SZ,300080,易成新能,河南,电气设备,ycxn,20100625
1587,300081.SZ,300081,恒信东方,北京,文教休闲,hxdf,20100520
1588,300082.SZ,300082,奥克股份,辽宁,化工原料,akgf,20100520
1589,300083.SZ,300083,创世纪,广东,机床制造,csj,20100520
1590,300084.SZ,300084,海默科技,甘肃,专用机械,hmkj,20100520
1591,300085.SZ,300085,银之杰,深圳,软件服务,yzj,20100526
1592,300086.SZ,300086,康芝药业,海南,化学制药,kzyy,20100526
1593,300087.SZ,300087,荃银高科,安徽,种植业,qygk,20100526
1594,300088.SZ,300088,长信科技,安徽,元器件,cxkj,20100526
1595,300089.SZ,300089,*ST文化,广东,文教休闲,stwh,20100625
1596,300091.SZ,300091,金通灵,江苏,机械基件,jtl,20100625
1597,300092.SZ,300092,科新机电,四川,专用机械,kxjd,20100708
1598,300093.SZ,300093,金刚光伏,甘肃,玻璃,jggf,20100708
1599,300094.SZ,300094,国联水产,广东,渔业,glsc,20100708
1600,300095.SZ,300095,华伍股份,江西,电气设备,hwgf,20100728
1601,300096.SZ,300096,易联众,福建,软件服务,ylz,20100728
1602,300097.SZ,300097,智云股份,辽宁,专用机械,zygf,20100728
1603,300098.SZ,300098,高新兴,广东,软件服务,gxx,20100728
1604,300099.SZ,300099,精准信息,山东,电器仪表,jzxx,20100806
1605,300100.SZ,300100,双林股份,浙江,汽车服务,slgf,20100806
1606,300101.SZ,300101,振芯科技,四川,通信设备,zxkj,20100806
1607,300102.SZ,300102,乾照光电,福建,半导体,qzgd,20100812
1608,300103.SZ,300103,达刚控股,陕西,环境保护,dgkg,20100812
1609,300105.SZ,300105,龙源技术,山东,电器仪表,lyjs,20100820
1610,300106.SZ,300106,西部牧业,新疆,乳制品,xbmy,20100820
1611,300107.SZ,300107,建新股份,河北,化工原料,jxgf,20100820
1612,300108.SZ,300108,*ST吉药,吉林,中成药,stjy,20100825
1613,300109.SZ,300109,新开源,河南,化工原料,xky,20100825
1614,300110.SZ,300110,华仁药业,山东,化学制药,hryy,20100825
1615,300111.SZ,300111,向日葵,浙江,化学制药,xrk,20100827
1616,300112.SZ,300112,万讯自控,深圳,电器仪表,wxzk,20100827
1617,300113.SZ,300113,顺网科技,浙江,互联网,swkj,20100827
1618,300114.SZ,300114,中航电测,陕西,电器仪表,zhdc,20100827
1619,300115.SZ,300115,长盈精密,深圳,元器件,cyjm,20100902
1620,300116.SZ,300116,保力新,陕西,电气设备,blx,20100902
1621,300117.SZ,300117,嘉寓股份,北京,装修装饰,jygf,20100902
1622,300118.SZ,300118,东方日升,浙江,电气设备,dfrs,20100902
1623,300119.SZ,300119,瑞普生物,天津,农业综合,rpsw,20100917
1624,300120.SZ,300120,经纬辉开,天津,元器件,jwhk,20100917
1625,300121.SZ,300121,阳谷华泰,山东,化工原料,yght,20100917
1626,300122.SZ,300122,智飞生物,重庆,生物制药,zfsw,20100928
1627,300123.SZ,300123,亚光科技,湖南,半导体,ygkj,20100928
1628,300124.SZ,300124,汇川技术,深圳,电器仪表,hcjs,20100928
1629,300125.SZ,300125,聆达股份,辽宁,电气设备,ldgf,20101013
1630,300126.SZ,300126,锐奇股份,上海,轻工机械,rqgf,20101013
1631,300127.SZ,300127,银河磁体,四川,矿物制品,yhct,20101013
1632,300128.SZ,300128,锦富技术,江苏,元器件,jfjs,20101013
1633,300129.SZ,300129,泰胜风能,上海,电气设备,tsfn,20101019
1634,300130.SZ,300130,新国都,深圳,IT设备,xgd,20101019
1635,300131.SZ,300131,英唐智控,深圳,元器件,ytzk,20101019
1636,300132.SZ,300132,青松股份,福建,化工原料,qsgf,20101026
1637,300133.SZ,300133,华策影视,浙江,影视音像,hcys,20101026
1638,300134.SZ,300134,大富科技,安徽,通信设备,dfkj,20101026
1639,300135.SZ,300135,宝利国际,江苏,化工原料,blgj,20101026
1640,300136.SZ,300136,信维通信,深圳,通信设备,xwtx,20101105
1641,300137.SZ,300137,先河环保,河北,环境保护,xhhb,20101105
1642,300138.SZ,300138,晨光生物,河北,食品,cgsw,20101105
1643,300139.SZ,300139,晓程科技,北京,元器件,xckj,20101112
1644,300140.SZ,300140,中环装备,陕西,环境保护,zhzb,20101112
1645,300141.SZ,300141,和顺电气,江苏,电气设备,hsdq,20101112
1646,300142.SZ,300142,沃森生物,云南,生物制药,wssw,20101112
1647,300143.SZ,300143,盈康生命,山东,医疗保健,yksm,20101209
1648,300144.SZ,300144,宋城演艺,浙江,旅游景点,scyy,20101209
1649,300145.SZ,300145,中金环境,浙江,机械基件,zjhj,20101209
1650,300146.SZ,300146,汤臣倍健,广东,食品,tcbj,20101215
1651,300147.SZ,300147,香雪制药,广东,中成药,xxzy,20101215
1652,300148.SZ,300148,天舟文化,湖南,互联网,tzwh,20101215
1653,300149.SZ,300149,睿智医药,广东,生物制药,rzyy,20101222
1654,300150.SZ,300150,世纪瑞尔,北京,软件服务,sjre,20101222
1655,300151.SZ,300151,昌红科技,深圳,专用机械,chkj,20101222
1656,300152.SZ,300152,新动力,河北,环境保护,xdl,20101229
1657,300153.SZ,300153,科泰电源,上海,电气设备,ktdy,20101229
1658,300154.SZ,300154,瑞凌股份,深圳,机械基件,rlgf,20101229
1659,300155.SZ,300155,安居宝,广东,IT设备,ajb,20110107
1660,300157.SZ,300157,恒泰艾普,北京,石油开采,htap,20110107
1661,300158.SZ,300158,振东制药,山西,化学制药,zdzy,20110107
1662,300159.SZ,300159,ST新研,新疆,航空,stxy,20110107
1663,300160.SZ,300160,秀强股份,江苏,家用电器,xqgf,20110113
1664,300161.SZ,300161,华中数控,湖北,机床制造,hzsk,20110113
1665,300162.SZ,300162,雷曼光电,深圳,元器件,lmgd,20110113
1666,300163.SZ,300163,先锋新材,浙江,其他建材,xfxc,20110113
1667,300164.SZ,300164,通源石油,陕西,石油开采,tysy,20110113
